Engine_speed_rpm,Engine_torque_Nm,Power_in_kW
1864,66.275,123.5366
1866.75,54.947,102.5723123
1866,44.112,82.312992
1866.75,37.217,69.47483475
1866.25,31.8,59.34675
1863,31.8,59.2434
1862.25,31.8,59.21955
1856.25,35.247,65.42724375
1859.5,53.47,99.427465
1860.25,70.215,130.6174538
1858.25,77.603,144.2057748
1860.75,82.035,152.6466263
1859.5,100.75,187.344625
1864,118.972,221.763808
1858.75,123.898,230.2954075
1870.75,131.778,246.5236935
1862,135.225,251.78895
1864.5,141.135,263.1462075
1865.5,143.597,267.8802035
1866.5,145.568,271.702672
1871.5,146.552,274.272068
1867.25,146.553,273.6510893
1870,147.045,274.97415
1868.25,147.045,274.7168213
1868.25,147.045,274.7168213
1868.25,145.567,271.9555478
1869.25,139.165,260.1341763
1867,135.225,252.465075
1870.25,133.747,250.1403268
1871.75,130.792,244.809926
1872.5,130.3,243.98675
1870.75,130.3,243.758725
1873.75,128.822,241.3802225
1874,125.867,235.874758
1876.75,123.405,231.6003338
1876.25,111.585,209.3613563
1872.25,78.095,146.2133638
1871,64.797,121.235187
1866.5,48.052,89.689058
1866.25,34.755,64.86151875
1867.5,26.382,49.268385
1871.25,15.547,29.09232375
1869.5,5.205,9.7307475
1864.25,-5.138,-9.5785165
1855,-10.555,-19.579525
1830.75,-12.033,-22.02941475
1852.25,-13.51,-25.0238975
1852.25,-15.48,-28.67283
1855.5,-18.435,-34.2061425
1850,-25.33,-46.8605
1848,-43.552,-80.484096
1849.75,16.04,29.66999
1855,27.367,50.765785
1861.5,27.367,50.9436705
1857.25,27.86,51.742985
1846,27.86,51.42956
1837.75,27.86,51.199715
1837,29.337,53.892069
1834.5,36.232,66.467604
1835.25,41.65,76.4381625
1838,45.59,83.79442
1833.75,46.083,84.50470125
1834.25,46.575,85.43019375
1829.5,48.052,87.911134
1833.25,50.515,92.60662375
1831.25,53.963,98.81974375
1832.25,58.395,106.9942388
1831.75,61.842,113.2790835
1832.75,63.32,116.04973
1832.25,64.797,118.7243033
1831,64.798,118.645138
1831.5,67.26,123.18669
1828.75,71.2,130.207
1828.75,75.632,138.31202
1827,77.603,141.780681
1827,78.588,143.580276
1826.25,80.065,146.2187063
1825.25,84.99,155.1279975
1825.75,86.96,158.76722
1832,88.93,162.91976
1827.75,90.408,165.243222
1827.25,91.885,167.8968663
1827.75,93.855,171.5434763
1825.5,95.825,174.9285375
1829.25,97.795,178.8915038
1826.5,98.288,179.523032
1831.5,98.78,180.91557
1829,98.78,180.66862
1832.5,94.84,173.7943
1831.75,94.347,172.8201173
1831.25,93.855,171.8719688
1831.25,93.855,171.8719688
1829,93.855,171.660795
1829.5,93.855,171.7077225
1825.25,93.855,171.3088388
1826.5,93.855,171.4261575
1826,93.362,170.479012
1828.25,92.87,169.7895775
1824,93.362,170.292288
1831.5,92.87,170.091405
1827.25,93.362,170.5957145
1826.75,92.87,169.6502725
1827,92.87,169.67349
1827.25,92.87,169.6967075
1829,92.87,169.85923
1827.75,93.362,170.6423955
1827.75,93.362,170.6423955
1827.5,93.362,170.619055
1829.5,93.362,170.805779
1831.5,93.362,170.992503
1833.5,92.87,170.277145
1829.75,93.362,170.8291195
1827,93.362,170.572374
1826.5,93.362,170.525693
1828,93.362,170.665736
1827.25,92.87,169.6967075
1828,92.87,169.76636
1826,98.78,180.37228
1826.5,103.705,189.4171825
1830.75,110.6,202.48095
1826.5,129.808,237.094312
1833.25,150.493,275.8912923
1837.5,152.462,280.148925
1834,152.955,280.51947
1834.75,155.91,286.0558725
1840.75,160.343,295.1513773
1842.25,167.73,309.0005925
1845.75,172.655,318.6779663
1849,175.117,323.791333
1844.75,183.983,339.4026393
1845,191.37,353.07765
1844.75,200.235,369.3835163
1850.25,208.115,385.0647788
1850,218.95,405.0575
1844,232.248,428.265312
1846.75,242.098,447.0944815
1852.5,252.44,467.6451
1856.75,261.305,485.1780588
1855.5,264.752,491.247336
1861.25,262.783,489.1048588
1863,263.275,490.481325
1860.75,263.275,489.8889563
1869.75,263.767,493.1783483
1862.75,264.26,492.250315
1877.25,263.275,494.2329938
1883.5,262.782,494.949897
1877.75,262.29,492.5150475
1880.75,262.782,494.2272465
1878.25,261.305,490.7961163
1882.75,264.26,497.535515
1884.5,277.558,523.058051
1887.5,294.302,555.495025
1996.75,293.81,586.6651175
2179.5,287.9,627.47805
2388.75,282.975,675.9565313
2597.5,263.275,683.8568125
2618.25,260.813,682.8736373
2606,269.678,702.780868
2612.75,268.692,702.025023
2582.25,271.155,700.1899988
2592,272.14,705.38688
2597.25,270.17,701.6990325
2600.75,270.662,703.9241965
2585.75,275.095,711.3268963
2594.25,277.558,720.0548415
2606.75,279.528,728.659614
2605.75,280.02,729.662115
2611.25,280.02,731.202225
2625.75,280.512,736.554384
2796.5,273.125,763.7940625
3108.5,241.112,749.496652
3346,209.1,699.6486
3580,180.535,646.3153
3762.75,164.282,618.1520955
3776.75,162.805,614.8737838
3782.25,162.313,613.9083443
3802,166.745,633.96449
3794.75,185.46,703.774335
3814,196.787,750.545618
3826.25,204.175,781.2245938
3850.5,203.682,784.277541
3888.75,203.19,790.1551125
3870,202.205,782.53335
3894,202.205,787.38627
3877.5,201.712,782.13828
3890.5,201.712,784.760536
3888,198.757,772.767216
3909,186.445,728.813505
3908.25,179.55,701.7262875
3915.25,166.252,650.918143
3909,150.492,588.273228
3918,126.36,495.07848
3915.75,117.987,462.0075953
3919.5,117.495,460.5216525
3917.75,116.51,456.4570525
3922.75,112.077,439.6500518
3909.5,103.212,403.507314
3871.5,95.825,370.9864875
3675.25,82.527,303.3073568
3370.5,72.185,243.2995425
3005.75,51.007,153.3142903
2759.75,38.202,105.4279695
2711.75,20.472,55.514946
2710.75,14.07,38.1402525
2709,3.235,8.763615
2697,-7.108,-19.170276
2679.25,-10.555,-28.27948375
2672.5,-12.033,-32.1581925
2605.75,-13.51,-35.2036825
2536.25,-15.48,-39.26115
2471.5,-18.435,-45.5621025
2408.75,-26.315,-63.38625625
2350,-60.298,-141.7003
2291.75,-97.728,-223.968144
2226,-104.13,-231.79338
2111.25,-107.578,-227.1240525
1941.25,-114.965,-223.1758063
1999.25,-117.428,-234.767929
1971.5,-117.92,-232.47928
1968,-113.487,-223.342416
1963.25,-56.85,-111.6107625
1969.25,-49.462,-97.4030435
1962.75,-45.03,-88.3826325
1963,-22.868,-44.889884
1967.25,27.86,54.807585
1959.25,34.263,67.12978275
1975.25,51.008,100.753552
1988,65.29,129.79652
2087.25,80.065,167.1156713
2032,96.81,196.71792
2022,117.988,238.571736
2071.25,132.763,274.9853638
2088.25,152.955,319.4082788
2159.25,168.222,363.2333535
2092.5,185.46,388.07505
2147,187.922,403.468534
2133.75,187.43,399.9287625
2151.75,187.922,404.3611635
2121.5,187.43,397.632745
2099.75,193.833,407.0008418
2074.25,206.145,427.5962663
2097.75,210.085,440.7058088
2089.75,210.577,440.0532858
2070.75,212.055,439.1128913
2015.5,214.025,431.3673875
1999.5,215.503,430.8982485
1998,216.487,432.541026
1987,216.487,430.159669
1984.75,216.487,429.6725733
1991.25,216.98,432.061425
1988.75,221.412,440.333115
1993,221.413,441.276109
1996.5,222.397,444.0156105
1989.75,221.905,441.5354738
1997.5,221.905,443.2552375
2004.5,222.397,445.7947865
1998,222.397,444.349206
2005,222.397,445.905985
2008.5,222.89,447.674565
2004.5,222.89,446.783005
1994.5,222.89,444.554105
2012.75,223.382,449.6121205
2003.25,223.382,447.4899915
2012,223.382,449.444584
2020.5,223.382,451.343331
2013.75,222.89,448.8447375
2021.5,221.413,447.5863795
2024.5,221.905,449.2466725
2028.5,222.397,451.1323145
2028,220.92,448.02576
2023.5,221.413,448.0292055
2025,221.905,449.357625
2030.5,221.905,450.5781025
2032.5,221.412,450.01989
2043.25,220.92,451.39479
2036.75,221.905,451.9650088
2039.5,220.92,450.56634
2046.75,220.92,452.16801
2046.25,215.502,440.9709675
2037.25,212.055,432.0090488
2049.25,207.13,424.4611525
2045,203.19,415.52355
2051,203.19,416.74269
2059,197.772,407.212548
2052.75,192.847,395.8666793
2056.25,192.847,396.5416438
2063,189.4,390.7322
2057.5,186.445,383.6105875
2058.25,181.52,373.61354
2064.5,177.58,366.61391
2055.75,164.282,337.7227215
2063.5,153.94,317.65519
2058.75,145.075,298.6731563
2060,135.717,279.57702
2063,126.852,261.695676
2055.75,125.867,258.7510853
2065.25,124.39,256.8964475
2062.25,119.957,247.3813233
2059.5,111.092,228.793974
2059.25,104.69,215.5828825
2060.25,103.705,213.6582263
2063.75,103.705,214.0211938
2063.75,103.705,214.0211938
2064,103.705,214.04712
2060.75,103.705,213.7100788
2059.75,103.705,213.6063738
2058.5,103.705,213.4767425
2059.25,103.705,213.5545213
2061.5,103.705,213.7878575
2056.75,103.705,213.2952588
2062.5,103.705,213.8915625
2058.75,103.705,213.5026688
2058.75,103.705,213.5026688
2057.75,103.705,213.3989638
2058,99.272,204.301776
2061.25,78.095,160.9733188
2054.25,70.707,145.2498548
2056.75,68.737,141.3748248
2054,60.365,123.98971
2055.5,51.007,104.8448885
2049.75,39.188,80.325603
2049.75,29.83,61.1440425
2049.75,27.86,57.106035
2044,27.86,56.94584
2049.25,27.86,57.092105
2043,27.86,56.91798
2042.75,27.86,56.911015
2043,27.86,56.91798
2038.75,27.86,56.799575
2040.25,27.86,56.841365
2036.25,35.247,71.77170375
2040.25,47.56,97.03429
2035.75,56.425,114.8671938
2035,64.305,130.860675
2037.5,74.647,152.0932625
2034.75,81.05,164.9164875
2032.5,84.005,170.7401625
2032.25,84.497,171.7190283
2030.5,85.482,173.571201
2033.5,86.96,176.83316
2030.5,87.945,178.5723225
2033.5,87.945,178.8361575
2034,87.945,178.88013
2026.25,87.945,178.1985563
2031.75,88.437,179.6818748
2033,87.945,178.792185
2029.25,87.945,178.4623913
2033.25,87.945,178.8141713
2028.75,84.99,172.4234625
2029.25,61.35,124.4944875
2023.25,48.053,97.22323225
2022.75,45.097,91.21995675
2026.25,42.635,86.38916875
2020.5,34.755,70.2224775
2018.5,27.86,56.23541
2021.25,27.86,56.312025
2015.75,21.457,43.25194775
2014.5,13.577,27.3508665
2015.5,3.235,6.5201425
2009.75,-7.108,-14.285303
2005.75,-10.555,-21.17069125
1989.5,-12.033,-23.9396535
2013.5,-14.003,-28.1950405
2007.5,-16.465,-33.0534875
1997.75,-18.928,-37.813412
1993.5,-31.732,-63.257742
1992.25,-44.045,-87.74865125
1990.25,-44.045,-87.66056125
1986.5,-47.493,-94.3448445
1984.5,-62.76,-124.54722
1974,-80.982,-159.858468
1974.5,-98.713,-194.9088185
1965.25,-114.473,-224.9680633
1964.75,-124.323,-244.2636143
1957.25,-124.323,-243.3311918
1951.25,-124.815,-243.5452688
1945.5,-125.308,-243.786714
1944.75,-125.8,-244.64955
1938.5,-125.8,-243.8633
1939,-124.815,-242.016285
1928.75,-125.307,-241.6858763
1926.5,-120.875,-232.8656875
1921.75,-94.773,-182.1300128
1919.25,-79.998,-153.5361615
1913.25,-72.118,-137.9797635
1912,-62.76,-119.99712
1910.5,-51.433,-98.2627465
1907.5,-46.508,-88.71401
1905,-44.045,-83.905725
1897.75,-44.045,-83.58639875
1896.25,-44.045,-83.52033125
1894.75,-44.045,-83.45426375
1891.5,-48.97,-92.626755
1890.25,-57.835,-109.3226088
1883.5,-70.148,-132.123758
1878.75,-83.445,-156.7722938
1876.75,-96.25,-180.6371875
1868,-107.085,-200.03478
1864.5,-112.503,-209.7618435
1860.75,-120.383,-224.0026673
1856,-131.217,-243.538752
1850.75,-131.218,-242.8517135
1844.25,-131.71,-242.9061675
1838.25,-132.203,-243.0221648
1830,-133.68,-244.6344
1823.75,-134.172,-244.696185
1815.5,-134.173,-243.5910815
1810.5,-134.665,-243.8109825
1801.75,-135.65,-244.4073875
1795.5,-136.635,-245.3281425
1785.75,-137.62,-245.754915
1780.25,-137.127,-244.1203418
1771.5,-137.62,-243.79383
1765.5,-137.62,-242.96811
1756.25,-138.605,-243.4250313
1750,-139.097,-243.41975
1741,-141.067,-245.597647
1738.5,-139.59,-242.677215
1727.25,-142.053,-245.3610443
1730.75,-142.053,-245.8582298
1727.25,-115.95,-200.2746375
1727.75,-56.85,-98.2225875
1726.25,-48.478,-83.6851475
1719,-45.03,-77.40657
1715.25,-43.553,-74.70428325
1716.25,16.532,28.373045
1717.5,35.74,61.38345
1736.25,52.485,91.12708125
1699.75,71.692,121.858477
1763.25,76.125,134.2274063
1864,74.648,139.143872
1797,83.512,150.071064
1800,93.362,168.0516
1829.25,93.362,170.7824385
1793.75,93.855,168.3524063
1762.75,84.005,148.0798138
1734,61.842,107.234028
1712.75,54.455,93.26780125
1712.25,52.977,90.70986825
1710.75,52.977,90.63040275
1714.5,52.977,90.8290665
1707.5,50.022,85.412565
1709.75,49.037,83.84101075
1708.25,48.545,82.92699625
1709.75,48.545,82.99981375
1704.75,48.545,82.75708875
1705.5,48.052,81.952686
1703.25,48.052,81.844569
1705.75,48.052,81.964699
1707,48.052,82.024764
1705.5,52.977,90.3522735
1703.75,60.365,102.8468688
1701,66.275,112.733775
1707,70.707,120.696849
1702,73.662,125.372724
1704.25,76.125,129.7360313
1707.5,77.11,131.665325
1703.25,79.572,135.531009
1699,81.05,137.70395
1697.75,81.542,138.4379305
1701.75,81.542,138.7640985
1700.25,83.02,141.154755
1702.5,84.99,144.695475
1701.5,85.482,145.447623
1700.75,85.975,146.2219813
1699.75,86.96,147.81026
1698.25,87.452,148.515359
1703,87.452,148.930756
1702.5,88.437,150.5639925
1705,92.377,157.502785
1702,93.362,158.902124
1698,94.347,160.201206
1702,94.84,161.41768
1701.25,94.84,161.34655
1703,95.332,162.350396
1701.75,96.317,163.9074548
1702.25,102.227,174.0159108
1701,105.675,179.753175
1700.25,107.645,183.0234113
1702.75,110.6,188.32415
1704.75,116.51,198.6204225
1709.25,119.465,204.1955513
1710.5,125.867,215.2955035
1709,131.285,224.366065
1704.75,134.732,229.684377
1705,136.702,233.07691
1706.25,140.15,239.1309375
1709.75,141.135,241.3055663
1711.25,140.642,240.6736225
1711.25,145.075,248.2595938
1710.25,161.327,275.9095018
1717.75,173.147,297.4232593
1718.5,181.52,311.94212
1728.75,193.34,334.236525
1724.75,208.115,358.9463463
1733.75,216.487,375.3343363
1729.25,218.95,378.6192875
1731.75,226.83,392.8128525
1733.25,234.217,405.9566153
1733.25,237.665,411.9328613
1742.25,237.173,413.2146593
1739.75,238.157,414.3336408
1738.75,237.665,413.2400188
1735.75,238.157,413.3810128
1746,236.187,412.382502
1748,236.187,412.854876
1754.5,236.187,414.3900915
1757.25,219.442,385.6144545
1750.75,186.445,326.4185838
1751.5,152.462,267.037193
1757,130.3,228.9371
1753.25,113.062,198.2259515
1747.75,98.78,172.642745
1753.25,96.317,168.8677803
1754,96.317,168.940018
1757,96.317,169.228969
1755.5,96.317,169.0844935
1757,96.317,169.228969
1757,95.825,168.364525
1759,96.317,169.421603
1757,103.705,182.209685
1759.75,121.435,213.6952413
1756.5,139.165,244.4433225
1756.25,152.955,268.6272188
1760.5,161.82,284.88411
1754.25,165.267,289.9196348
1763.25,165.267,291.4070378
1765,165.76,292.5664
1771,150.492,266.521332
1765.5,126.36,223.08858
1764.25,90.9,160.370325
1763.25,49.037,86.46449025
1759,35.247,61.999473
1760.75,24.905,43.85147875
1758.25,14.562,25.6036365
1756.75,3.728,6.549164
1758.75,-6.615,-11.63413125
1741.5,-10.555,-18.3815325
1751.75,-12.033,-21.07880775
1745.5,-13.51,-23.581705
1748.5,12.1,21.15685
1757,27.367,48.083819
1757.25,27.367,48.09066075
1758.75,37.217,65.45539875
1753.5,49.53,86.850855
1740.75,60.365,105.0803738
1745.25,70.215,122.5427288
1745.5,78.095,136.3148225
1745.25,79.572,138.873033
1741,83.02,144.53782
1747,87.452,152.778644
1743.5,91.392,159.341952
1747.5,93.362,163.150095
1747.25,93.855,163.9881488
1748.5,94.84,165.82774
1748,94.348,164.920304
1743.5,68.245,118.9851575
1741,40.665,70.797765
1740.25,30.322,52.7678605
1738.75,27.86,48.441575
1736.5,27.368,47.524532
1738.5,19.487,33.8781495
1736.25,9.145,15.87800625
1737.5,-1.198,-2.081525
1734,-10.063,-17.449242
1719,-11.047,-18.989793
1733.75,-13.018,-22.5699575
1717.5,-14.495,-24.8951625
1721.5,-16.958,-29.193197
1721,-20.405,-35.117005
1721,-42.075,-72.411075
1718.5,-43.553,-74.8458305
1717.75,-43.553,-74.81316575
1716.25,-43.553,-74.74783625
1709.5,-43.553,-74.4538535
1696,-43.553,-73.865888
1701.25,-43.553,-74.09454125
1702.75,-43.553,-74.15987075
1701.75,-43.06,-73.277355
1703,13.577,23.121631
1702.5,27.367,46.5923175
1709.25,27.367,46.77704475
1726.75,37.71,65.1157425
1699,46.575,79.130925
1703.75,50.022,85.2249825
1772.25,50.515,89.52520875
1759.5,51.992,91.479924
1700.5,56.425,95.9507125
1695.5,60.857,103.1830435
1697.5,61.35,104.141625
1698.25,62.335,105.8604138
1699.25,63.32,107.59651
1696,64.305,109.06128
1696,67.752,114.907392
1696.75,72.677,123.3146998
1698.5,85.482,145.191177
1721,94.347,162.371187
1775,95.825,170.089375
1759,94.84,166.82356
1724.5,95.825,165.2502125
1733.25,96.81,167.7959325
1735.5,96.81,168.013755
1727,98.287,169.741649
1708.75,98.78,168.790325
1696.5,100.257,170.0860005
1698.75,107.152,182.02446
1704.5,110.107,187.6773815
1716.25,110.107,188.9711388
1698,110.6,187.7988
1693.75,112.077,189.8304188
1693,116.51,197.25143
1695,127.837,216.683715
1693.75,129.315,219.0272813
1697,129.807,220.282479
1692,129.807,219.633444
1694,130.3,220.7282
1699.5,130.3,221.44485
1696.25,130.3,221.021375
1700.5,130.3,221.57515
1707,130.3,222.4221
1706.5,105.183,179.4947895
1697.5,77.602,131.729395
1698.25,43.127,73.24042775
1695.5,32.785,55.5869675
1697.75,27.367,46.46232425
1700,27.367,46.5239
1697.5,27.86,47.29235
1696.25,29.337,49.76288625
1693.75,40.665,68.87634375
1695,57.902,98.14389
1694.5,71.2,120.6484
1700,81.05,137.785
1707.5,91.392,156.05184
1709.5,101.735,173.9159825
1717.25,117.987,202.6131758
1729,122.912,212.514848
1706.25,143.597,245.0123813
1705.25,160.835,274.2638838
1705.25,184.967,315.4149768
1709,197.28,337.15152
1714.25,202.205,346.6299213
1707,203.19,346.84533
1702.75,202.697,345.1423168
1717.25,202.205,347.2365363
1715,201.22,345.0923
1723,201.22,346.70206
1719.75,201.712,346.894212
1727.75,201.712,348.507908
1727,201.712,348.356624
1729.5,175.117,302.8648515
1726.5,165.76,286.18464
1723,163.297,281.360731
1725,155.417,268.094325
1729.25,144.582,250.0184235
1727.5,131.777,227.6447675
1729.5,130.3,225.35385
1730.5,129.315,223.7796075
1735.75,129.807,225.3125003
1734.75,129.807,225.1826933
1735.75,129.315,224.4585113
1736.5,129.807,225.4098555
1736.75,129.315,224.5878263
1736.75,129.807,225.4423073
1735.75,129.807,225.3125003
1734.25,129.807,225.1177898
1732.75,129.315,224.0705663
1739.75,129.315,224.9757713
1740,129.315,225.0081
1742,129.315,225.26673
1743.5,129.315,225.4607025
1742.75,129.315,225.3637163
1741.75,129.315,225.2344013
1744,130.792,228.101248
1742.75,132.27,230.5135425
1747,134.732,235.376804
1746.25,135.225,236.1366563
1746,134.732,235.242072
1748,135.225,236.3733
1750.25,135.225,236.6775563
1749,135.225,236.508525
1753.75,135.225,237.1508438
1750.5,135.225,236.7113625
1752.5,136.702,239.570255
1752,138.672,242.953344
1751.75,138.672,242.918676
1754,138.672,243.230688
1754.5,138.18,242.43681
1753.25,138.672,243.126684
1758.25,139.165,244.6868613
1754.5,139.165,244.1649925
1758.25,138.673,243.8218023
1759.25,139.165,244.8260263
1759.75,139.165,244.8956088
1758.5,139.165,244.7216525
1763.75,138.672,244.58274
1764.75,138.672,244.721412
1765.75,138.672,244.860084
1769,138.672,245.310768
1768,138.672,245.172096
1767,138.672,245.033424
1770.25,138.672,245.484108
1770.25,138.672,245.484108
1765.75,128.33,226.5986975
1766.75,124.39,219.7660325
1774,123.405,218.92047
1768,122.42,216.43856
1771.25,122.912,217.70788
1772,122.912,217.800064
1768.75,122.912,217.4006
1772.25,122.912,217.830792
1772.75,122.912,217.892248
1774,122.912,218.045888
1777.25,135.225,240.3286313
1781.5,135.225,240.9033375
1778.75,135.225,240.5314688
1781,135.225,240.835725
1779.25,135.225,240.5990813
1783,135.225,241.106175
1783,135.717,241.983411
1786.25,136.21,243.3051125
1783.5,136.21,242.930535
1783.5,124.882,222.727047
1783.75,119.465,213.0956938
1786.25,117.987,210.7542788
1784.25,117.987,210.5183048
1782.75,117.987,210.3413243
1787.75,117.987,210.9312593
1787,117.495,209.963565
1787.75,117.987,210.9312593
1787,117.987,210.842769
1786.25,115.525,206.3565313
1785.75,104.197,186.0697928
1785,102.227,182.475195
1787.5,101.735,181.8513125
1787,101.735,181.800445
1785.5,101.735,181.6478425
1787.25,101.735,181.8258788
1788,101.242,181.020696
1789.75,101.735,182.0802163
1788.75,109.122,195.1919775
1791.25,113.062,202.5223075
1792.25,118.972,213.227567
1795.25,124.39,223.3111475
1794.75,130.3,233.855925
1790,131.777,235.88083
1788.75,133.747,239.2399463
1795,139.657,250.684315
1797.75,142.12,255.49623
1799.5,148.522,267.265339
1799,150,269.85
1799.5,150,269.925
1798.25,150.985,271.5087763
1799.5,150.492,270.810354
1803.25,150.985,272.2637013
1802.75,150.492,271.299453
1811.25,150.985,273.4715813
1812,150.492,272.691504
1808.5,136.21,246.335785
1803,127.837,230.490111
1806.75,127.345,230.0805788
1806.25,127.345,230.0169063
1806,127.345,229.98507
1805,127.345,229.857725
1807.75,125.867,227.5360693
1807.5,125.867,227.5046025
1808,124.883,225.788464
1806.25,124.882,225.5681125
1809.5,124.882,225.973979
1812.25,124.882,226.3174045
1808.75,124.882,225.8803175
1813.5,124.882,226.473507
1812.5,124.39,225.456875
1817.75,124.882,227.0042555
1816,124.39,225.89224
1820.25,124.882,227.3164605
1817.5,124.882,226.973035
1819,124.39,226.26541
1820.75,121.927,221.9985853
1820.25,96.317,175.3210193
1818,73.17,133.02306
1815.5,50.023,90.8167565
1815,35.74,64.8681
1812.25,27.86,50.489285
1812,27.86,50.48232
1809.75,27.86,50.419635
1808.5,27.86,50.38481
1809.25,27.86,50.405705
1808,27.86,50.37088
1808.75,38.202,69.0978675
1807.5,55.932,101.09709
1808,80.557,145.647056
1809.75,88.437,160.0488608
1807.5,94.84,171.4233
1809,100.75,182.25675
1807.5,103.705,187.4467875
1808.75,107.645,194.7028938
1807.5,111.092,200.79879
1810.25,115.525,209.1291313
1813.75,117.002,212.2123775
1813.25,117.495,213.0478088
1813.25,117.495,213.0478088
1811.25,117.495,212.8128188
1811.25,117.495,212.8128188
1814,110.107,199.734098
1813.5,100.75,182.710125
1811.25,88.93,161.0744625
1811.25,74.647,135.2043788
1809.75,64.797,117.2663708
1807.5,60.857,109.9990275
1806.5,56.917,102.8205605
1807.5,55.933,101.0988975
1807,55.44,100.18008
1806,55.44,100.12464
1805,55.44,100.0692
1804.25,54.947,99.13812475
1804,54.947,99.124388
1803,54.947,99.069441
1804,54.947,99.124388
1800.5,54.947,98.9320735
1801.5,54.947,98.9870205
1799.25,54.947,98.86338975
1800,54.947,98.9046
1798.5,54.947,98.8221795
1799.75,54.947,98.89086325
1795.25,54.947,98.64360175
1797.75,54.947,98.78096925
1794.5,54.947,98.6023915
1797.25,54.947,98.75349575
1793,54.947,98.519971
1796.25,54.947,98.69854875
1792.5,54.947,98.4924975
1794.5,54.947,98.6023915
1793.75,54.947,98.56118125
1795.75,54.947,98.67107525
1792.25,54.947,98.47876075
1793.5,54.947,98.5474445
1790.25,54.947,98.36886675
1791.5,54.947,98.4375505
1788.5,54.947,98.2727095
1790,54.947,98.35513
1787.75,57.41,102.6347275
1788.25,58.395,104.4248588
1786.75,58.395,104.3372663
1787.75,58.887,105.2752343
1786.25,59.38,106.067525
1787.5,59.872,107.0212
1785.25,60.857,108.6449593
1786.75,62.335,111.3770613
1785.5,62.335,111.2991425
1786,62.335,111.33031
1787,62.335,111.392645
1784.5,62.335,111.2368075
1783.25,63.32,112.91539
1783,63.812,113.776796
1782.5,65.29,116.379425
1782.75,66.767,119.0288693
1782.25,67.752,120.751002
1780.5,68.245,121.5102225
1779.25,68.737,122.3003073
1780.5,68.737,122.3862285
1779.75,68.737,122.3346758
1779.5,68.737,122.3174915
1776.5,68.737,122.1112805
1776.5,68.737,122.1112805
1775.75,68.737,122.0597278
1775.75,68.737,122.0597278
1776.75,68.737,122.1284648
1775,68.737,122.008175
1776.5,68.737,122.1112805
1773.5,69.23,122.779405
1774.5,69.23,122.848635
1774.75,68.737,121.9909908
1777.25,68.737,122.1628333
1775.5,69.23,122.917865
1776.25,69.23,122.9697875
1775,69.23,122.88325
1775.25,69.23,122.9005575
1775.25,70.215,124.6491788
1774.25,70.707,125.4518948
1773.5,71.2,126.2732
1774.75,114.54,203.279865
1784.25,136.702,243.9105435
1774.75,137.687,244.3600033
1776.75,139.165,247.2614138
1774.75,139.657,247.8562608
1776.5,139.165,247.2266225
1778.25,139.657,248.3450603
1780,139.657,248.58946
1780,139.165,247.7137
1783,139.165,248.131195
1783.5,139.165,248.2007775
1784.75,139.165,248.3747338
1784,139.165,248.27036
1787,139.657,249.567059
1785.75,139.657,249.3924878
1784.25,139.165,248.3051513
1786,139.165,248.54869
1789.5,139.165,249.0357675
1789.75,139.657,249.9511158
1790.75,139.657,250.0907728
1794,139.657,250.544658
1798.25,139.165,250.2534613
1791.25,131.285,235.1642563
1792.75,125.867,225.6480643
1796.75,124.882,224.3817335
1798.5,119.465,214.8578025
1798,117.495,211.25601
1798.5,117.002,210.428097
1799.75,116.51,209.6888725
1798.75,116.51,209.5723625
1798.25,116.51,209.5141075
1798.5,116.51,209.543235
1801,116.51,209.83451
1798,116.51,209.48498
1800.5,116.51,209.776255
1802.5,116.51,210.009275
1802.75,116.51,210.0384025
1801,116.51,209.83451
1801.75,116.51,209.9218925
1803,116.51,210.06753
1802.75,116.51,210.0384025
1804.5,116.51,210.242295
1805.25,116.51,210.3296775
1804,116.51,210.18404
1807,116.51,210.53357
1807,116.51,210.53357
1807.25,116.51,210.5626975
1808.75,116.51,210.7374625
1805,116.51,210.30055
1807.75,116.51,210.6209525
1808.25,119.465,216.0225863
1810.5,131.285,237.6914925
1808.75,136.21,246.3698375
1808,144.09,260.51472
1808.25,149.015,269.4563738
1811.75,150,271.7625
1811.25,150.492,272.578635
1813,150.492,272.841996
1814,150.492,272.992488
1821,150.492,274.045932
1820,150.492,273.89544
1821.5,126.36,230.16474
1815.5,104.197,189.1696535
1813.75,83.512,151.46989
1812.75,80.557,146.0297018
1811.75,80.557,145.9491448
1815.5,80.065,145.3580075
1813.75,80.065,145.2178938
1814.75,80.065,145.2979588
1814.5,80.065,145.2779425
1813.25,80.065,145.1778613
1813.25,82.035,148.7499638
1815,88.437,160.513155
1815.75,89.915,163.2631613
1815.25,90.407,164.1113068
1816,90.407,164.179112
1816.5,90.407,164.2243155
1816.75,90.407,164.2469173
1817.25,90.407,164.2921208
1818,90.407,164.359926
1816,90.407,164.179112
1814.75,90.407,164.0661033
1816.5,90.407,164.2243155
1817.75,90.9,165.233475
1818.75,94.347,171.5936063
1818.5,95.825,174.2577625
1816.5,96.81,175.855365
1815.25,97.302,176.6274555
1815.25,99.272,180.203498
1813.25,105.675,191.6151938
1817,106.66,193.80122
1814.5,106.66,193.53457
1818,106.66,193.90788
1814.5,107.152,194.427304
1819,107.645,195.806255
1816.5,109.615,199.1156475
1821,112.077,204.092217
1818,114.047,207.337446
1818.25,119.465,217.2172363
