Engine_speed_rpm,Engine_torque_Nm,Power_in_kW
928.75,-36.165,-33.58824375
891.5,-32.717,-29.1672055
859.25,-28.777,-24.72663725
839.25,-25.33,-21.2582025
794.5,-20.897,-16.6026665
767,-16.957,-13.006019
730.5,-11.54,-8.42997
706.5,-7.107,-5.0210955
684.25,-4.153,-2.84169025
649.75,-1.197,-0.77775075
623.5,1.758,1.096113
593.75,9.637,5.72196875
559,9.638,5.387642
527.75,12.1,6.385775
504.25,10.13,5.1080525
489,10.623,5.194647
482,11.607,5.594574
472,11.608,5.478976
468.5,12.592,5.899352
467.75,12.593,5.89037575
457.25,13.085,5.98311625
460.5,14.07,6.479235
452.25,14.563,6.58611675
447.75,15.055,6.74087625
453.5,15.055,6.8274425
459,15.548,7.136532
456.5,16.04,7.32226
456.25,17.025,7.76765625
457.25,17.025,7.78468125
458.75,17.025,7.81021875
457.5,17.025,7.7889375
455.25,17.025,7.75063125
379.75,18.01,6.8392975
236.75,17.025,4.03066875
0,22.442,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
315.5,33.77,10.654435
365.25,53.962,19.7096205
595.5,48.545,28.9085475
798.25,54.455,43.46870375
1028.5,39.187,40.3038295
1145.5,32.785,37.5552175
1259.75,33.77,42.5417575
1245.25,35.74,44.505235
1265,36.725,46.457125
1261.25,38.695,48.80406875
1240.25,41.157,51.04496925
1200,43.62,52.344
1187.5,49.53,58.816875
1142.25,59.38,67.826805
1145.25,70.215,80.41372875
1190.25,70.707,84.15900675
1249.25,71.2,88.9466
1285,76.618,98.45413
1324.5,79.08,104.74146
1372.25,81.543,111.8973818
1421,87.452,124.269292
1449.5,92.87,134.615065
1473.5,95.333,140.4731755
1483,98.78,146.49074
1489.75,110.6,164.76635
1517,116.017,175.997789
1588.75,114.54,181.975425
1660.5,117.002,194.281821
1761,115.032,202.571352
1813.75,113.555,205.9603813
1833.75,114.54,210.037725
1873,114.047,213.610031
1924.75,113.555,218.5649863
1962.75,113.062,221.9124405
2002.75,112.078,224.4642145
2045.5,112.57,230.261935
2087,111.092,231.849004
2135.5,109.615,234.0828325
2190.75,109.122,239.0590215
2231.5,107.645,240.2098175
2289.25,106.167,243.0428048
2343.25,104.197,244.1596203
2390.5,103.212,246.728286
2426.25,102.227,248.0282588
2435.5,102.228,248.976294
2362.75,106.167,250.8460793
2220.75,113.555,252.1772663
2060.5,122.913,253.2622365
1964.25,129.808,254.975364
1970.25,131.285,258.6642713
2038,127.837,260.531806
2066,126.36,261.05976
2075,126.853,263.219975
2081.25,127.345,265.0367813
2101,128.33,269.62133
2119.75,128.822,273.0704345
2138,129.808,277.529504
2127.75,130.793,278.2948058
2126.25,136.21,289.6165125
2126.75,139.658,297.0176515
2151,143.597,308.877147
2137.25,150.493,321.6411643
2157.25,153.94,332.087065
2165,152.955,331.147575
2162,152.955,330.68871
2198.5,152.955,336.2715675
2233.75,151.97,339.4629875
2275.5,149.015,339.0836325
2304.5,146.552,337.729084
2345.25,145.075,340.2371438
2385.75,142.612,340.236579
2421,138.672,335.724912
2445.5,136.21,333.101555
2471.5,128.33,317.167595
2501.75,122.912,307.495096
2512,122.42,307.51904
2544.75,121.435,309.0217163
2544.75,118.973,302.7565418
2480,119.465,296.2732
2305.25,100.75,232.2539375
2074.5,111.585,231.4830825
1932.5,119.958,231.818835
1822.5,124.39,226.700775
1796,126.36,226.94256
1797.75,126.36,227.16369
1798.5,126.36,227.25846
1797.75,126.852,228.048183
1813.75,126.852,230.077815
1811.25,126.852,229.760685
1808,126.852,229.348416
1809,122.912,222.347808
1830,111.092,203.29836
1835,97.302,178.54917
1839,84.497,155.389983
1847.5,79.572,147.00927
1852.25,79.572,147.387237
1848.75,79.573,147.1105838
1811,81.05,146.78155
1744.75,84.005,146.5677238
1688.5,87.453,147.6643905
1635.25,89.422,146.2273255
1559.75,117.003,182.4954293
1576.5,169.207,266.7548355
1709.25,159.85,273.2236125
1711.25,159.85,273.5433125
1675.75,175.117,293.4523128
1651,178.565,294.810815
1644.5,180.535,296.8898075
1624.5,182.013,295.6801185
1637.5,182.997,299.6575875
1643.75,182.997,300.8013188
1646.75,179.55,295.6739625
1627.5,179.55,292.217625
1627.25,179.55,292.1727375
1622.75,179.55,291.3647625
1642.25,179.55,294.8659875
1669.75,179.55,299.8036125
1684.75,179.55,302.4968625
1689.75,179.55,303.3946125
1665.5,141.627,235.8797685
1641.75,108.137,177.5339198
1626.75,90.407,147.0695873
1626.75,70.707,115.0226123
1638.75,64.797,106.1860838
1634.75,64.305,105.1225988
1646.75,64.305,105.8942588
1646.25,63.812,105.050505
1649.25,63.812,105.241941
1648.25,63.812,105.178129
1657,63.812,105.736484
1660.75,63.812,105.975779
1655,90.408,149.62524
1671.5,111.093,185.6919495
1759.25,118.973,209.3032503
1792.5,122.912,220.31976
1775.5,121.435,215.6078425
1797.25,120.45,216.4787625
1788.25,119.957,214.5131053
1770.5,119.958,212.385639
1770,120.45,213.1965
1767.5,104.197,184.1681975
1741.25,90.407,157.4211888
1722,83.512,143.807664
1725.25,75.14,129.635285
1733,64.797,112.293201
1733,63.812,110.586196
1734.75,62.827,108.9891383
1739,60.365,104.974735
1743.75,60.365,105.2614688
1747.25,59.872,104.611352
1750.25,59.872,104.790968
1753.75,59.872,105.00052
1751.75,59.872,104.880776
1758.5,59.872,105.284912
1760.25,59.872,105.389688
1763,59.872,105.554336
1759.75,59.38,104.493955
1767,59.38,104.92446
1769.5,59.38,105.07291
1774.75,58.395,103.6365263
1782,58.395,104.05989
1785.5,57.902,103.384021
1782,55.932,99.670824
1787,50.515,90.270305
1776.25,49.038,87.1037475
1710.25,50.022,85.5501255
1569.75,52.977,83.16064575
1471.25,52.978,77.9438825
1411,54.455,76.836005
1370.5,55.933,76.6561765
1346.75,57.41,77.3169175
1340.75,57.902,77.6321065
1338,57.902,77.472876
1326.75,57.41,76.1687175
1317.75,57.41,75.6520275
1308.25,51.992,68.018534
1295.25,46.575,60.32626875
1281.75,44.112,56.540556
1261,43.127,54.383147
1266.5,43.127,54.6203455
1283.25,42.635,54.71136375
1291.25,42.635,55.05244375
1302.5,42.635,55.5320875
1303,42.635,55.553405
1297.5,42.635,55.3189125
1297,42.635,55.297595
1300.25,43.127,56.07588175
1297.25,42.635,55.30825375
1294,43.62,56.44428
1287.5,43.62,56.16075
1287,43.62,56.13894
1289.75,43.62,56.258895
1291.75,43.62,56.346135
1288.5,43.62,56.20437
1286.75,43.62,56.128035
1286.75,40.665,52.32568875
1278.5,29.337,37.5073545
1269.5,21.457,27.2396615
1251,20.965,26.227215
1247,21.457,26.756879
1241,21.457,26.628137
1245.5,21.457,26.7246935
1253.75,21.457,26.90171375
1252.5,21.457,26.8748925
1246.5,21.457,26.7461505
1244,20.965,26.08046
1244.5,20.472,25.477404
1244,20.472,25.467168
1241.75,20.472,25.421106
1243.5,20.472,25.456932
1251.25,20.472,25.61559
1251.5,20.472,25.620708
1253,20.472,25.651416
1253.75,20.472,25.66677
1255.75,20.472,25.707714
1263.5,20.472,25.866372
1263.5,20.472,25.866372
1268,20.472,25.958496
1273.25,20.472,26.065974
1268,20.472,25.958496
1263.75,20.472,25.87149
1260.5,20.965,26.4263825
1261,21.457,27.057277
1251,21.458,26.843958
1245.75,25.398,31.6395585
1244.75,29.337,36.51723075
1241,36.233,44.965153
1254,41.158,51.612132
1313.5,42.635,56.0010725
1337.25,41.157,55.03719825
1316.5,40.665,53.5354725
1286.75,41.157,52.95876975
1277.5,41.157,52.5780675
1274,41.157,52.434018
1277.5,41.157,52.5780675
1279.25,41.157,52.65009225
1274.25,41.157,52.44430725
1274.75,41.157,52.46488575
1266.25,41.157,52.11505125
1252.25,41.157,51.53885325
1238.5,31.8,39.3843
1238.5,23.92,29.62492
1234.75,20.965,25.88653375
1234.25,20.472,25.267566
1235.75,20.472,25.298274
1235,20.472,25.28292
1232.25,20.472,25.226622
1234.5,20.472,25.272684
1236.5,20.472,25.313628
1235.25,20.472,25.288038
1232.5,20.472,25.23174
1230.5,20.965,25.7974325
1231,21.458,26.414798
1235,21.95,27.10825
1237.25,21.95,27.1576375
1236.75,21.95,27.1466625
1234.25,22.935,28.30752375
1233.5,26.875,33.1503125
1237.75,27.86,34.483715
1240.75,27.86,34.567295
1250.75,27.86,34.845895
1255.75,27.86,34.985195
1261.25,27.86,35.138425
1270.25,27.86,35.389165
1271.75,27.86,35.430955
1271.25,27.86,35.417025
1270,27.86,35.3822
1266.5,27.86,35.28469
1257.5,27.86,35.03395
1247.75,27.86,34.762315
1241,27.86,34.57426
1234.5,27.86,34.39317
1233.25,27.86,34.358345
1235.5,28.352,35.028896
1235.5,28.352,35.028896
1236,28.352,35.043072
1236,27.86,34.43496
1237.25,28.352,35.078512
1239.5,28.352,35.142304
1240.25,28.352,35.163568
1243,27.86,34.62998
1243.25,27.86,34.636945
1237.75,24.905,30.82616375
1237.5,22.935,28.3820625
1228.5,21.95,26.965575
1225,21.95,26.88875
1224.5,21.95,26.877775
1223,21.95,26.84485
1224.25,21.95,26.8722875
1223.5,21.95,26.855825
1218.75,21.457,26.15071875
1219.75,21.95,26.7735125
1222.75,21.95,26.8393625
1221.75,21.95,26.8174125
1220.75,22.443,27.39729225
1225.75,22.935,28.11257625
1227.75,23.428,28.763727
1226.75,25.89,31.7605575
1230.5,27.86,34.28173
1236.5,30.815,38.1027475
1240,30.815,38.2106
1256.25,31.307,39.32941875
1289.5,31.307,40.3703765
1294.5,31.308,40.528206
1272.25,32.292,41.083497
1263,32.292,40.784796
1268.25,32.292,40.954329
1280,32.292,41.33376
1289.75,32.293,41.64989675
1282.5,32.785,42.0467625
1270.25,32.785,41.64514625
1270.5,32.785,41.6533425
1264.5,32.785,41.4566325
1254.5,32.785,41.1287825
1241.5,32.785,40.7025775
1235,32.785,40.489475
1235.5,32.785,40.5058675
1235.75,32.785,40.51406375
1235.5,32.785,40.5058675
1231.75,32.785,40.38292375
1232.75,32.785,40.41570875
1232.25,32.785,40.39931625
1232,32.785,40.39112
1228.25,27.86,34.219045
1229.75,21.457,26.38674575
1223.75,21.457,26.25800375
1218.25,21.457,26.13999025
1224,20.965,25.66116
1221.25,21.457,26.20436125
1217.75,21.457,26.12926175
1220.5,21.457,26.1882685
1220.25,21.95,26.7844875
1220.75,21.95,26.7954625
1216,21.95,26.6912
1218,21.95,26.7351
1218.5,22.442,27.345577
1217.5,22.935,27.9233625
1215.75,22.935,27.88322625
1217.5,22.935,27.9233625
1217.5,22.935,27.9233625
1218,22.935,27.93483
1217,24.413,29.710621
1221.25,30.815,37.63281875
1227.5,35.74,43.87085
1241,38.695,48.020495
1288.25,39.68,51.11776
1317.75,38.695,50.99033625
1297.5,38.695,50.2067625
1271.25,38.695,49.19101875
1264.75,38.695,48.93950125
1269,38.695,49.103955
1276.75,38.695,49.40384125
1270.25,38.695,49.15232375
1260.75,38.695,48.78472125
1257.75,38.695,48.66863625
1248,38.695,48.29136
1236.25,38.695,47.83669375
1230,38.695,47.59485
1219.5,38.695,47.1885525
1219.75,40.172,48.999797
1219.75,40.172,48.999797
1223.5,40.172,49.150442
1223,38.695,47.323985
1220.25,38.202,46.6159905
1222.5,37.71,46.100475
1220.75,37.217,45.43265275
1227.75,36.725,45.08911875
1246.5,34.755,43.3221075
1264.75,29.337,37.10397075
1268,21.95,27.8326
1271,21.457,27.271847
1234.75,20.965,25.88653375
1222.5,20.965,25.6297125
1219.75,20.965,25.57205875
1229.75,20.965,25.78170875
1239.25,20.965,25.98087625
1244.5,20.965,26.0909425
1234.75,20.965,25.88653375
1224.75,20.965,25.67688375
1224.25,20.965,25.66640125
1224.5,20.965,25.6716425
1225.25,20.965,25.68736625
1221.5,20.965,25.6087475
1225.25,20.965,25.68736625
1232.25,20.965,25.83412125
1235.75,20.472,25.298274
1233.5,20.472,25.252212
1233,20.473,25.243209
1235,20.965,25.891775
1235.75,20.965,25.90749875
1243,21.457,26.671051
1241.5,21.457,26.6388655
1244.75,21.457,26.70860075
1240.75,21.457,26.62277275
1231.75,21.457,26.42965975
1226,21.457,26.306282
1228.5,21.457,26.3599245
1226.5,21.457,26.3170105
1223.5,21.457,26.2526395
1223,21.457,26.241911
1213.5,21.457,26.0380695
1217,21.457,26.113169
1212,21.457,26.005884
1210.25,21.457,25.96833425
1210,21.457,25.96297
1214,21.457,26.048798
1215.5,21.457,26.0809835
1216.75,21.457,26.10780475
1212.75,21.457,26.02197675
1211.5,21.458,25.996367
1204.5,22.935,27.6252075
1208.25,24.905,30.09146625
1212.75,25.89,31.3980975
1214.75,32.785,39.82557875
1225.5,34.263,41.9893065
1240,35.247,43.70628
1283.25,35.247,45.23071275
1288,35.247,45.398136
1262.5,35.247,44.4993375
1245.75,35.247,43.90895025
1252.25,35.247,44.13805575
1255,35.247,44.234985
1255.5,35.247,44.2526085
1257.25,35.247,44.31429075
1248.25,35.247,43.99706775
1237.25,34.262,42.3906595
1227.25,29.337,36.00383325
1213.5,26.382,32.014557
1204.5,25.89,31.184505
1205.5,25.89,31.210395
1205.75,25.89,31.2168675
1200.25,25.89,31.0744725
1207.25,25.89,31.2557025
1206,25.89,31.22334
1204.5,25.89,31.184505
1205.75,25.89,31.2168675
1210.25,21.95,26.5649875
1213.5,16.532,20.061582
1213,8.652,10.494876
1211,0.772,0.934892
1197,-6.615,-7.918155
1194,-7.6,-9.0744
1179,-8.585,-10.121715
1205.25,-10.063,-12.12843075
1186.25,-11.54,-13.689325
1205.5,-14.003,-16.8806165
1181.5,-27.3,-32.25495
1176.25,-52.91,-62.2353875
1177.75,-70.148,-82.616807
1169.25,-87.385,-102.1749113
1160.25,-103.145,-119.6739863
1156.5,-116.443,-134.6663295
1154.5,-128.263,-148.0796335
1148,-138.605,-159.11854
1139,-144.515,-164.602585
1129.25,-146.485,-165.4181863
1123.75,-147.963,-166.2734213
1117.75,-148.455,-165.9355763
1109.25,-148.455,-164.6737088
1099,-148.455,-163.152045
1089.75,-148.455,-161.7788363
1089.75,-148.455,-161.7788363
1115.5,-147.47,-164.502785
1217.75,-144.022,-175.3827905
1299.5,-132.202,-171.796499
1385.25,-120.383,-166.7605508
1471.5,-111.025,-163.3732875
1489,-102.16,-152.11624
1481.25,-98.712,-146.21715
1485.75,-98.22,-145.930365
1475.75,-98.22,-144.948165
1460.5,-98.22,-143.45031
1454.75,-97.727,-142.1683533
1445.5,-97.235,-140.5531925
1433,-96.742,-138.631286
1427.5,-87.878,-125.445845
1421.75,-60.79,-86.4281825
1419.5,-40.105,-56.9290475
1411,-37.642,-53.112862
1402.25,-36.165,-50.71237125
1401.75,-36.165,-50.69428875
1392.75,-36.165,-50.36880375
1389.5,-36.165,-50.2512675
1382.5,-37.643,-52.0414475
1378,-47,-64.766
1371,-57.835,-79.291785
1358.25,-69.163,-93.94064475
1351.25,-79.013,-106.7663163
1340.25,-87.878,-117.7784895
1325.75,-95.265,-126.2975738
1313.25,-102.16,-134.16162
1293.25,-104.13,-134.6661225
1287,-105.115,-135.283005
1272.5,-105.115,-133.7588375
1257,-106.1,-133.3677
1241.25,-106.1,-131.696625
1234.25,-106.1,-130.953925
1223,-105.115,-128.555645
1319.75,-103.637,-136.7749308
1407.5,-94.28,-132.6991
1465.75,-86.893,-127.3634148
1488.25,-81.475,-121.2551688
1502,-78.028,-117.198056
1490.75,-78.028,-116.320241
1468.75,-78.028,-114.603625
1442.5,-78.028,-112.55539
1429.25,-78.028,-111.521519
1410,-78.028,-110.01948
1386.75,-78.028,-108.205329
1371,-78.028,-106.976388
1355.25,-78.028,-105.747447
1334.5,-78.028,-104.128366
1322.75,-78.028,-103.211537
1297.75,-78.027,-101.2595393
1279,-77.535,-99.167265
1260.75,-77.535,-97.75225125
1241.75,-77.043,-95.66814525
1225,-77.043,-94.377675
1207,-77.042,-92.989694
1188.75,-76.55,-90.9988125
1171.5,-76.55,-89.678325
1159,-77.042,-89.291678
1145.75,-76.057,-87.14230775
1209.25,-74.58,-90.185865
1275,-69.655,-88.810125
1339.75,-65.223,-87.38251425
1398.75,-60.79,-85.0300125
1466,-56.85,-83.3421
1523.5,-52.91,-80.608385
1542.5,-47.985,-74.0168625
1521,-47.493,-72.236853
1475.5,-47,-69.3485
1442.75,-47,-67.80925
1400.25,-47,-65.81175
1376.25,-46.508,-64.006635
1335,-46.508,-62.08818
1305.25,-46.015,-60.06107875
1267,-45.522,-57.676374
1229.75,-45.03,-55.3756425
1194.5,-44.045,-52.6117525
1160.5,-43.553,-50.5432565
1128.25,-42.567,-48.02621775
1092.5,-42.075,-45.9669375
1062.5,-41.09,-43.658125
1027,-40.105,-41.187835
996.25,-39.12,-38.9733
961.5,-38.627,-37.1398605
923.75,-36.657,-33.86190375
894.75,-32.717,-29.27353575
859.75,-29.27,-25.1648825
831,-25.33,-21.04923
796.75,-21.882,-17.4344835
770,-17.942,-13.81534
731.75,-13.017,-9.52518975
706.75,-7.107,-5.02287225
685.75,-4.153,-2.84791975
652.75,-1.69,-1.1031475
625,0.28,0.175
602.75,8.653,5.21559575
570,9.638,5.49366
537.5,11.607,6.2387625
512.25,10.13,5.1890925
489.75,11.115,5.44357125
481.5,12.1,5.82615
480.25,12.1,5.811025
463.75,12.592,5.83954
465,13.085,6.084525
458.5,14.07,6.451095
454.5,14.563,6.6188835
450,15.055,6.77475
454.5,15.055,6.8424975
453.75,15.055,6.83120625
460.5,15.055,6.9328275
456.25,15.547,7.09331875
459.5,15.548,7.144306
456.75,16.04,7.32627
458.5,16.04,7.35434
459,16.532,7.588188
458.5,16.532,7.579922
460.5,16.533,7.6134465
458.75,17.025,7.81021875
460,17.025,7.8315
461,17.025,7.848525
459.75,17.025,7.82724375
462,17.025,7.86555
458.75,17.025,7.81021875
460,17.025,7.8315
462.25,17.025,7.86980625
459.75,17.025,7.82724375
459.5,17.025,7.8229875
388.5,17.025,6.6142125
238.5,17.025,4.0604625
137,22.442,3.074554
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
0,17.025,0
138.75,17.025,2.36221875
346.5,17.025,5.8991625
452.5,17.025,7.7038125
535.25,17.025,9.11263125
563,17.025,9.585075
601,17.025,10.232025
609.25,17.025,10.37248125
628.75,17.025,10.70446875
645.75,23.92,15.44634
681,38.695,26.351295
803.75,35.248,28.33058
822,49.038,40.309236
932.5,53.47,49.860775
1008.5,49.53,49.951005
1131,48.052,54.346812
1192.25,46.083,54.94245675
1220.5,47.56,58.04698
1221.5,51.008,62.306272
1186,53.47,63.41542
1182,56.917,67.275894
1196.5,57.41,68.691065
1214.5,57.903,70.3231935
1237.75,58.395,72.27841125
1253.75,51.5,64.568125
1253.75,42.142,52.8355325
1228,41.157,50.540796
1192.75,43.128,51.440922
1167,45.098,52.629366
1154,47.56,54.88424
1134.5,54.455,61.7791975
1135.25,56.425,64.05648125
1144.5,57.41,65.705745
1176,56.917,66.934392
1217.5,55.932,68.09721
1245.5,54.947,68.4364885
1268.75,54.455,69.08978125
1293.25,54.455,70.42392875
1315.75,50.515,66.46511125
1342.5,47.067,63.1874475
1361,43.127,58.695847
1365.25,41.65,56.8626625
1363.5,41.157,56.1175695
1364,41.157,56.138148
1378.75,40.172,55.387145
1395.75,38.695,54.00854625
1415.25,36.725,51.97505625
1429.25,34.755,49.67358375
1435.75,33.277,47.77745275
1447,31.307,45.301229
1458.5,28.845,42.0704325
1473.25,27.86,41.044745
1480,27.86,41.2328
1495,27.367,40.913665
1508.5,26.875,40.5409375
1525.75,26.875,41.00453125
1535.25,26.382,40.5029655
1548.25,25.89,40.0841925
1559.75,25.89,40.3819275
1575.5,25.397,40.0129735
